Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
CBP,70B03C20C00000150,DE LA PAZ CLEANING & RENTAL SERVICE LLC,-8000.0,2024-07-16,P00013,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"DE-OBLIGATION $8,000.00"
CBP,70B03C19F00000701,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",-8000.0,2023-12-13,P00005,IT AND TELECOM- SYSTEMS ANALYSIS,SOFTWARE PUBLISHERS,CERTIFY GIS WORKFLOWS FOR ARCGIS - MODIFICATION TO DEOBLIGATE UNUSED FUNDS
CBP,70B06C23P00000029,"MASTRIANI, JAMES W.",-8000.0,2024-06-04,P00001,SUPPORT- PROFESSIONAL: OTHER,ALL OTHER LEGAL SERVICES,"TO DE-OBLIGATE FUNDS IN THE AMOUNT OF $8,000."
CBP,70B03C18P00000474,"JUMP, JERRY FARRIER SERVICE",-8328.6,2024-03-27,P00010,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,DE-OBLIGATE $8328.60
CBP,70B03C20P00000252,COUNTY OF VAL VERDE,-8335.56,2024-01-18,P00004,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",CORRECTIONAL INSTITUTIONS,MODIFICATION TO DE-OBLIGATE FUNDING FROM CLIN 20 AND CHANGE IPP APPROVER.
CBP,70B03C20P00000252,COUNTY OF VAL VERDE,-8416.7,2024-04-29,P00005,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",CORRECTIONAL INSTITUTIONS,DE-OBLIGATE FUNDING FROM CLIN 30.
CBP,70B01C22F00000962,GUIDEHOUSE INC.,-8419.3,2024-05-31,P00004,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C22C00000068,INTERNATIONAL SUPPORT GROUP LLC,-8424.9,2024-07-24,P00005,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"DE-OBLIGATION $8,424.90"
CBP,70B01C22F00000925,GUIDEHOUSE INC.,-8509.5,2024-05-26,P00003,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATION MODIFICATION
CBP,70B06C22F00000275,"SENSOR CONCEPTS AND APPLICATIONS, INC.",-8541.71,2023-11-28,P00001,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",SUPPORT SERVICES
CBP,HSBP1016J00832,"MYTHICS, LLC",-8671.82,2024-06-07,P00002,INFORMATION TECHNOLOGY SOFTWARE,SOFTWARE PUBLISHERS,DE-OBLIGATION MODIFICATION
CBP,70B06C21C00000072,METAPHASE CONSULTING LLC,-8680.21,2024-01-24,P00006,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"DE-OBLIGATE $8,680.21 FROM, SUPPORT TRAVEL BASE YEAR (FUNDING LINE 20)."
CBP,70B06C23F00000788,"ABBA TECHNOLOGIES, INC.",-8744.58,2023-10-10,P00001,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",OTHER COMPUTER RELATED SERVICES,REDUCE THE PRICE BASED ON VENDOR'S UPDATED PRICING
CBP,70B06C22F00000369,"SENSOR CONCEPTS AND APPLICATIONS, INC.",-8816.27,2024-04-23,P00001,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",SUPPORT SERVICES
CBP,70B03C19F00001336,CELLCO PARTNERSHIP,-8856.77,2024-08-30,P00003,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,OTHER COMPUTER RELATED SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C21F00000455,WIDEPOINT INTEGRATED SOLUTIONS CORP,-8902.2,2023-12-13,P00007,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,DE-OBLIGATION OF UNUSED FUNDS
CBP,70B03C18P00000460,"HENDERSON PET RESORT, LLC",-8942.46,2024-09-16,P00010,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION MODIFICATION
CBP,70B04C21F00000435,SENTRILLION CORPORATION,-9263.85,2024-05-06,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,"BORDER SECURITY DEPLOYMENT PROGRAM CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS INSTALLATION. SEATTLE FIELD OFFICE  RELOCATING TO THE CURRENT ICE HSI BUILDING IN BLAINE, WA"
CBP,70B03C20F00000228,"AMERICAN PURCHASING SERVICES, LLC",-9300.0,2024-08-29,P00001,ATHLETIC AND SPORTING EQUIPMENT,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",DE-OBLIGATION OF EXCESS FUNDING
CBP,70B06C23P00000168,TEANECK BUSINESS ASSOCIATES INC,-9400.0,2024-05-14,P00001,SUPPORT- PROFESSIONAL: LEGAL,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ARBITRATION SERVICES
CBP,70B03C19P00000126,UNIFIRST CORP,-9414.06,2024-02-07,P00007,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,DEOBLIGATION MODIFICATION
CBP,HSBP1017F00278,ACT1 FEDERAL LLC,-9465.26,2023-11-30,P00043,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,ENGINEERING SERVICES,FUNDING ONLY ACTION
CBP,HSBP1017F00097,RICOH USA INC,-9733.7,2023-11-15,P00005,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,REQUEST TO DEOBLIGATE FUNDS
CBP,70B03C20P00000261,"RIVERSIDE, COUNTY OF",-9809.97,2023-10-18,P00006,HOUSEKEEPING- OTHER,CAR WASHES,THE PURPOSE OF MODIFICATION P00006 TO ORDER 70B03C20P00000261 IS TO DE-OBLIGATE UNSPENT FUNDS.
CBP,70B03C23P00000377,994 CONTRACTOR LLC,-9888.0,2024-06-11,P00002,"BEVERAGES, NONALCOHOLIC",BOTTLED WATER MANUFACTURING,"PURCHASE ORDER IS TERMINATED FOR CAUSE EFFECTIVE IMMEDIATELY, DUE TO CONTRACTOR FAILURE TO PERFORM THE REQUIREMENTS OF THE CONTRACT."
CBP,70B03C21F00000780,LA SALLE COUNTY,-10000.0,2024-08-29,P00001,LEASE/RENTAL OF PENAL FACILITIES,CORRECTIONAL INSTITUTIONS,DE-OBLIGATION
CBP,70B01C24C00000014,METAPHASE CONSULTING LLC,-10000.0,2024-09-13,P00001,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXTENDED CONTRACT FOR ADDITIONAL 2 MONTH SUBJECT TO 52.217-8- OPTION TO EXTEND TERMS OF SERVICES AND DEOBLIGATED FUNDS.
CBP,70B06C23F00001078,HUMAN RESOURCES RESEARCH ORGANIZATION (HUMRRO),-10000.0,2024-05-15,P00002,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATION OF EXCESS TRAVEL FUNDS.
CBP,70B03C23F00000046,"VCA ANIMAL HOSPITALS, INC.",-10080.0,2024-06-05,P00002,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C19P00000737,TIME WARNER CABLE ENTERPRISES LLC,-10115.94,2024-06-21,P00011,IT AND TELECOM- WEB-BASED SUBSCRIPTION,CABLE AND OTHER SUBSCRIPTION PROGRAMMING,"DE-OBLIGATE $10,115.94"
CBP,70B03C20F00000435,ATT MOBILITY LLC,-10116.98,2024-01-03,P00009,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),WIRELESS SERVICE - MODIFICATION TO DE-OBLIGATE UNUSED FUNDS
CBP,70B04C20F00001124,MICROSOFT CORPORATION,-10117.12,2024-01-25,P00005,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,UNDELIVERED FUNDS ADJUSTMENT
CBP,70B06C24F00000086,"PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC",-10218.0,2024-08-16,P00001,EDUCATION/TRAINING- PERSONNEL TESTING,EDUCATIONAL SUPPORT SERVICES,DEOBLIGATION OF EXCESS FUNDS FOR REMOTE EXAMINEES.
CBP,70B04C21F00000889,SENTRILLION CORPORATION,-10326.95,2024-05-07,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM ON DEMAND SUPPORT SERVICES  HOUSTON SEAPORT HQ
CBP,70B04C21P00000087,"DIGITRONICS, INC.",-10335.0,2024-07-30,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),PHYSICAL SECURITY
CBP,70B04C23F00000556,SENTRILLION CORPORATION,-10475.32,2024-08-01,P00002,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM BSDP CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS BSDP SUPPORT SERVICES FOR GRAND FORKS AIRPORT IMAGING
CBP,70B04C19F00000902,"LEIDOS, INC.",-10545.22,2023-12-14,P00005,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,THE MOD IS TO DE-OBLIGATE THE EXCESS FUNDS UNDER THIS ORDER.
CBP,70B01C21F00000520,"FEDERAL MISSION SOLUTIONS, LLC",-10557.35,2024-04-15,P00018,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,DEOBLIGATE UNSPENT FUNDS FOR AMF TRAVEL.
CBP,70B04C21F00000752,SENTRILLION CORPORATION,-10618.35,2024-05-06,P00003,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM BSDP CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS CAVSS BSDP ON DEMAND SUPPORT SERVICES  FOR DETROIT FIELD OFFICE CAMERA ADDITIONS
CBP,70B02C19P00000312,"DR. TANIA GLENN & ASSOCIATES, P.A.",-10645.27,2024-04-25,P00012,R&D- MEDICAL: MENTAL HEALTH (MANAGEMENT/SUPPORT),OTHER INDIVIDUAL AND FAMILY SERVICES,DEOB FUNDING - CLINICAL PHYSICIAN
CBP,HSBP1017P00527,HAWKINS REX ALLEN,-10782.95,2024-04-02,P00007,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,DEOBLIGATION OF UNSPENT FUNDS.
CBP,70B01C23F00000502,NATIVE ENERGY & TECHNOLOGY INC,-10882.1,2024-09-30,P00003,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",FACILITIES SUPPORT SERVICES,DEOBLIGATION MODIFICATION
CBP,70B02C19P00000444,INTELYSIS CONSULTANTS LLC,-10896.42,2024-05-09,P00008,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,JANITORIAL SERVICES
CBP,70B01C22F00000247,3T FEDERAL SOLUTIONS LLC,-10905.71,2024-02-26,P00003,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FM LRT VAR STRUCTURAL STEEL AND VARIOUS BUILDING REPAIR DEOBLIGATION
CBP,70B02C18P00000253,"HONOR CLEANING, LLC",-10932.95,2024-04-29,P00009,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,DEOBLIGATE FUNDING
CBP,HSBP1017P00575,"SOUTH TEXAS OILFIELD SERVICES, LLC",-10933.16,2024-09-03,P00009,"ROAD CLEARING, CLEANING, AND MARKING EQUIPMENT","SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",DEOBLIGATION OF UNSPENT FUNDS.
CBP,70B04C21F00000856,CELLCO PARTNERSHIP,-11200.61,2024-03-21,P00005,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,OTHER COMPUTER RELATED SERVICES,THIS MODIFICATION IS TO DE-OBLIGATE FUNDING ON PRIOR OPTION PERIOD.
CBP,70B02C21F00000265,ATT MOBILITY LLC,-11239.28,2023-10-31,P00010,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),DEOB FUNDING
CBP,70B02C20P00000183,STARZZ MANAGEMENT SERVICES,-11267.6,2024-09-19,P00011,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,DEOBLIGATION OF FUNDS
CBP,70B04C23F00001362,GOVERNMENT ACQUISITIONS INC,-11394.68,2023-10-17,P00001,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",OTHER COMPUTER RELATED SERVICES,DELIVEY ORDER CANCELLED.
CBP,70B01C20P00000103,QUIKPARK INCORPORATED,-11560.0,2024-08-29,P00015,LEASE/RENTAL OF PARKING FACILITIES,PARKING LOTS AND GARAGES,DEOBLIGATION MODIFICATION
CBP,70B03C23C00000024,LOCG LLC,-11584.32,2024-07-03,P00001,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,CHANGED IN REQUIREMENTS
CBP,70B03C19F00000841,"DONNELLAN ENTERPRISES, INC.",-11674.0,2024-01-05,P00002,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION MODIFICATION
CBP,70B02C19F00000573,THE MITRE CORPORATION,-11855.19,2024-01-30,P00007,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",P00007-DEOB
CBP,70B06C23F00000198,PARAGON SYSTEMS INC,-11880.78,2024-09-10,P00007,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,SECURITY GUARDS AND PATROL SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C21P00000022,MIAMI-DADE COUNTY PARKS AND RECREATION,-11890.95,2024-04-26,P00017,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,NATURE PARKS AND OTHER SIMILAR INSTITUTIONS,"DE-OBLIGATION OF EXCESS FUNDS, OPTION YEAR TWO."
CBP,70B04C22F00000224,SENTRILLION CORPORATION,-11917.95,2024-04-29,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS SUPPORT SERVICES FOR WATERBURY-OXFORD AIRPORT
CBP,70B03C24F00000129,COVANTA STANISLAUS INC,-12000.0,2024-07-22,P00001,HOUSEKEEPING- WASTE TREATMENT/STORAGE,SOLID WASTE COMBUSTORS AND INCINERATORS,DEOBLIGATION MODIFICATION
CBP,70B03C24P00000085,"GREAT WESTERN TIRE, INC",-12000.0,2024-03-14,P00001,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY,OTHER WASTE COLLECTION,THE PURPOSE OF THIS MODIFICATION IS TO CANCEL THE PURCHASE ORDER IN ITS ENTIRETY.
CBP,70B06C23F00000913,FIELDPRINT INC,-12000.0,2024-07-19,P00001,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C22F00001064,WIDEPOINT INTEGRATED SOLUTIONS CORP,-12202.89,2023-12-04,P00005,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,WIRELESS SERVICE AND DEVICES - MODIFICATION TO DE-OBLIGATE UNUSED FUNDS
CBP,70B03C20P00000287,RAINY RIVER VETERINARY HOSPITAL INC,-12240.67,2024-09-11,P00006,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,"DE-OBLIGATE $12,240.67"
CBP,70B04C22F00000177,SENTRILLION CORPORATION,-12267.68,2024-04-10,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM  CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEM SUPPORT SERVICES FOR RHODE ISLAND TF GREEN AIRPORT
CBP,70B03C21P00000294,"BUSY BEE SEPTIC, LLC",-12516.3,2024-08-16,P00006,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,DE-OBLIGATION
CBP,70B03C23F00000323,3 STONEDEGGS INC,-12637.0,2024-03-11,P00001,SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,PERISHABLE PREPARED FOOD MANUFACTURING,THE PURPOSE OF MODIFICATION P00001 TO ORDER 70B03C23F00000323 IS TO DE-OBLIGATE UNSPENT FUNDS.
CBP,70B03C22F00000662,"WAITEROCK KENNEL GROUP, INC.",-12646.0,2024-05-21,P00003,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,CANINE KENNELING
CBP,70B03C20F00000894,"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",-12654.03,2024-04-15,P00007,HOUSEKEEPING- INSECT/RODENT CONTROL,FACILITIES SUPPORT SERVICES,"DE-OBLIGATION OF $12,65.03"
CBP,70B01C22P00000561,"TIGUA CONSTRUCTION SERVICES, INC",-12847.0,2024-06-04,P00006,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,INDUSTRIAL BUILDING CONSTRUCTION,DE-OBLIGATION OF EXCESS FUNDING
CBP,70B03C22F00001133,TRANSCHEM ENVIRONMENTAL LLC,-13080.57,2024-08-27,P00001,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,HAZARDOUS WASTE COLLECTION,HAZARDOUS WASTE DISPOSAL
CBP,70B03C19F00000600,WELLS JAMES,-13132.5,2024-02-12,P00001,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,DE-OBLIGATION OF UNUSED FUNDS
CBP,70B01C20P00000103,QUIKPARK INCORPORATED,-13325.0,2024-03-08,P00012,LEASE/RENTAL OF PARKING FACILITIES,PARKING LOTS AND GARAGES,DEOBLIGATING UNSPENT FUNDS
CBP,70B02C19F00000824,"MOTOROLA SOLUTIONS, INC.",-13371.54,2023-12-20,P00014,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",ENGINEERING SERVICES,P00014-DEOBLIGATE FUNDING
CBP,70B03C21P00000622,UNIFIRST CORPORATION,-13439.6,2024-01-08,P00003,"CLOTHING, SPECIAL PURPOSE",INDUSTRIAL LAUNDERERS,DE-OBLIGATION OF EXCESS FUNDS
CBP,70B01C20F00000420,NATIVE ENERGY & TECHNOLOGY INC,-13735.51,2024-01-26,P00003,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,FACILITIES SUPPORT SERVICES,"THIS IS A MODIFICATION TO DE-OBLIGATE FUNDS FROM CLI 20, 40, 70, AND 90."
CBP,70B02C22P00000509,AVAIL FORENSICS LLC,-13800.0,2024-03-22,P00002,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,CELLEBRITE LICENSE RENEWAL AND UPGRADES
CBP,70B01C23P00000577,"COLONIAL PARKING, INC",-14122.68,2024-06-20,P00007,PURCHASE OF PARKING FACILITIES,PARKING LOTS AND GARAGES,DEOBLIGATION MODIFICATION
CBP,70B03C23P00000287,FABCO ENTERPRISES INC,-14415.89,2024-08-19,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",GENERAL AUTOMOTIVE REPAIR,DEOBLIGATION MODIFICATION
CBP,70B06C24F00000050,UNIVERSITY OF VIRGINIA DARDEN SCHOOL FOUNDATION,-14510.0,2024-07-02,P00001,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",DEOBLIGATION OF EXCESS FUNDS.
CBP,70B03C19P00000737,TIME WARNER CABLE ENTERPRISES LLC,-14553.64,2024-06-17,P00010,IT AND TELECOM- WEB-BASED SUBSCRIPTION,CABLE AND OTHER SUBSCRIPTION PROGRAMMING,"DE-OBLIGATION $14,553.64"
CBP,70B04C21F00000030,CELLCO PARTNERSHIP,-14776.66,2023-11-01,P00007,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,OTHER COMPUTER RELATED SERVICES,DE-OB MOD
CBP,70B06C24P00000280,STUDENT-LEADER SEMINAR LLC,-15000.0,2024-09-12,P00001,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,NO COST SETTLEMENT AS A RESULT OF TERMINATION FOR CONVENIENCE.
CBP,70B02C20P00000183,STARZZ MANAGEMENT SERVICES,-15022.02,2024-08-07,P00010,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,DEOBLIGATION OF FUNDS
CBP,70B01C23F00000359,"KFS, LLC",-15216.78,2024-04-06,P00003,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL,GEOPHYSICAL SURVEYING AND MAPPING SERVICES,DEOBLIGATION OF FUNDS
CBP,70B06C23P00000200,"ACE REPORTING-US, LLC",-15220.51,2024-04-24,P00001,SUPPORT- PROFESSIONAL: LEGAL,COURT REPORTING AND STENOTYPE SERVICES,TO DE-OBLIGATE ENTIRE FUNDS FROM THE PURCHASE ORDER.
CBP,70B06C23F00000342,UNIVERSITY OF VIRGINIA DARDEN SCHOOL FOUNDATION,-15563.0,2024-02-15,P00002,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","THE PURPOSE OF THIS BILATERAL MODIFICATION IS TO DEOBLIGATE EXCESS FUNDS IN THE AMOUNT OF $15,563.00 FROM LINE 10."
CBP,70B01C22C00000104,GREEN POWERED TECHNOLOGY LLC,-15643.3,2024-09-27,P00004,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,DEOBLIGATION MODIFICATION
CBP,70B01C21F00000022,NATIVE ENERGY & TECHNOLOGY INC,-15840.3,2023-10-13,P00002,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",FACILITIES SUPPORT SERVICES,"MODIFICATION TO DE-OBLIGATE FUNDS FROM CLI 30, 50, & 60."
CBP,70B04C20F00001448,CELLCO PARTNERSHIP,-15855.1,2024-04-30,P00006,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,OTHER COMPUTER RELATED SERVICES,"THE PURPOSE OF THIS MODIFICATION (P00006) IS TO DEOBLIGATE FUNDS IN THE AMOUNT OF $15,855.10 FROM DELIVERY ORDER 70B04C20F00001448."
CBP,70B06C22F00000874,SONS QUALITY FOOD CO,-15857.56,2023-10-02,P00002,HOUSEKEEPING- FOOD,FOOD SERVICE CONTRACTORS,DEOBLIGATION OF EXCESS FUNDS.
CBP,70B06C24F00000380,"PROFESSIONAL CONTRACT SERVICES, INC.",-16006.06,2024-06-26,P00001,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,MODIFYING ORDER TO ALIGN PRICING WITH BASE CONTRACT MOD P00006 AND DEOBLIGATE EXCESS FUNDING.
CBP,70B03C22P00000598,TECHNICAL PERSONNEL SERVICES INC,-16033.39,2024-07-03,P00009,SUPPORT- PROFESSIONAL: OTHER,FACILITIES SUPPORT SERVICES,"DE-OBLIGATE $16,033.39"
CBP,70B03C23F00001322,"CSA-VAB, LLC",-16231.32,2024-07-17,P00001,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,DEOBLIGATION MODIFICATION
CBP,70B03C21F00001398,JTF BUSINESS SYSTEMS CORPORATION,-16270.0,2024-07-31,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COMMERCIAL SCREEN PRINTING,COPIER LEASE
CBP,70B06C22F00000957,INDUSTRIAL ECONOMICS INC,-16418.93,2024-03-27,P00002,OTHER QC/TEST/INSPECT- MISCELLANEOUS,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,DEOBLIGATION OF EXCESS FUNDS
CBP,70B04C21F00000852,ATT MOBILITY LLC,-16520.91,2024-01-17,P00005,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),FUNDING ONLY ACTION
CBP,70B03C19P00000200,AMERICAN LINEN SUPPLY OF NEW MEXICO INC,-16563.05,2024-04-02,P00007,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,DEOBLIGATION OF UNSPENT FUNDS CLINS 100 & 110.
